customer_id,product_id,quantity,unit_price_at_sale,total_amount,loyalty_card_used,order_date
54904-18397-UD,R-L-1,5,11.95,59.75,false,2026-04-27 12:16:43
45009-09239-IV,L-L-0.2,6,4.755,28.53,true,2026-03-15 12:04:12
57145-31023-FK,A-M-1,4,11.25,45,false,2026-06-17 18:02:07
57837-15577-YK,E-D-2.5,2,27.945,55.89,false,2026-06-05 10:59:04
15770-27099-GX,E-L-1,4,14.85,59.4,false,2026-04-03 13:29:07
17670-51384-MA,E-D-0.2,2,3.645,7.29,true,2026-01-30 13:14:58
71891-51101-VQ,E-D-0.5,1,7.29,7.29,true,2026-04-09 09:07:28
40946-22090-FP,E-L-0.5,2,8.91,17.82,false,2026-05-30 13:19:08
73017-69644-MS,L-D-0.5,5,7.77,38.85,false,2026-06-03 16:42:10
19383-33606-PW,R-D-0.5,6,5.37,32.22,false,2026-01-18 20:48:16
64439-27325-LG,R-M-1,2,9.95,19.9,true,2026-06-23 15:46:18
69411-48470-ID,R-L-1,5,11.95,59.75,false,2026-05-15 12:10:35
69207-93422-CQ,A-L-0.5,3,7.77,23.31,true,2026-03-12 18:15:01
18293-78136-MN,L-M-1,3,14.55,43.65,false,2026-04-28 18:16:21
90882-88130-KQ,E-L-2.5,6,34.155,204.93,false,2026-03-11 13:24:38
94525-76037-JP,R-L-0.2,4,3.585,14.34,false,2026-06-06 18:26:57
83537-35563-UF,A-D-0.5,4,5.97,23.88,false,2026-04-22 13:06:41
13082-41034-PD,A-M-1,2,11.25,22.5,false,2026-01-23 10:35:26
56991-05510-PR,E-D-0.5,5,7.29,36.45,false,2026-05-04 17:07:03
78012-56878-UB,A-M-0.5,4,6.75,27,true,2026-02-25 15:20:52
34419-18068-AG,A-M-2.5,6,25.875,155.25,false,2026-02-18 18:32:43
23941-30203-MO,A-D-2.5,5,22.885,114.425,true,2026-03-02 10:17:43
40414-26467-VE,L-D-1,4,12.95,51.8,true,2026-01-29 15:48:56
68894-91205-MP,A-M-2.5,6,25.875,155.25,false,2026-05-21 20:33:16
08946-56610-IH,A-L-2.5,1,29.785,29.785,false,2026-05-11 16:27:47
11932-85629-CU,R-L-0.2,6,3.585,21.51,false,2026-03-25 15:55:24
41899-00283-VK,R-D-2.5,2,20.585,41.17,false,2026-04-09 09:23:01
80310-92912-JA,R-M-0.5,1,5.97,5.97,false,2026-03-23 09:58:13
46963-10322-ZA,E-L-1,5,14.85,74.25,true,2026-04-06 10:40:13
04317-46176-TB,L-M-1,6,14.55,87.3,false,2026-06-06 10:50:33
08023-52962-ET,E-D-1,6,12.15,72.9,true,2026-01-20 10:03:08
29581-13303-VB,L-D-0.5,1,7.77,7.77,false,2026-05-22 10:42:15
23473-41001-CD,E-D-0.5,6,7.29,43.74,false,2026-04-03 13:29:46
46242-54946-ZW,L-M-0.2,2,4.365,8.73,true,2026-05-14 11:26:33
16982-35708-BZ,E-M-2.5,2,31.625,63.25,false,2026-06-10 17:20:23
27723-45097-MH,E-L-0.5,1,8.91,8.91,true,2026-05-03 11:01:56
06624-75300-AR,E-D-1,2,12.15,24.3,true,2026-03-02 15:47:56
64815-54078-HH,A-L-0.5,6,7.77,46.62,true,2026-05-10 10:58:02
19485-98072-PS,R-L-0.5,6,7.17,43.02,false,2026-02-11 16:38:38
44799-09711-XW,A-D-0.5,3,5.97,17.91,true,2026-01-20 18:52:51
44799-09711-XW,L-L-0.5,4,9.51,38.04,true,2026-06-30 17:12:36
01433-04270-AX,A-M-0.2,2,3.375,6.75,true,2026-01-10 18:07:38
77192-72145-RG,R-M-0.5,1,5.97,5.97,true,2026-06-14 12:25:28
83105-86631-IU,R-D-0.2,3,2.685,8.055,false,2026-02-13 16:01:43
13764-02913-LA,A-L-0.5,3,7.77,23.31,true,2026-06-11 09:29:25
68810-07329-EU,R-L-0.5,6,7.17,43.02,true,2026-04-20 15:30:57
34015-31593-JC,L-D-0.5,3,7.77,23.31,false,2026-05-27 10:50:03
58408-27638-IB,A-D-0.2,5,2.985,14.925,true,2026-03-18 11:10:31
19017-95853-EK,E-D-0.5,3,7.29,21.87,false,2026-01-03 11:17:23
34570-99384-AF,E-L-0.5,6,8.91,53.46,true,2026-04-18 18:24:21
15451-65859-BG,A-L-2.5,4,29.785,119.14,false,2026-05-31 15:52:16
57360-46846-NS,L-M-0.5,5,8.73,43.65,true,2026-01-14 09:19:29
14158-30713-OB,A-D-0.2,6,2.985,17.91,true,2026-06-20 12:29:06
10142-55267-YO,E-L-1,5,14.85,74.25,true,2026-02-13 20:45:11
39528-19971-OR,L-D-0.2,3,3.885,11.655,true,2026-02-27 12:25:23
54004-04664-AA,L-D-0.5,3,7.77,23.31,true,2026-06-03 19:41:44
82246-82543-DW,E-D-0.5,2,7.29,14.58,true,2026-01-06 09:29:34
23014-48364-QB,A-M-0.5,2,6.75,13.5,false,2026-01-29 14:03:39
90392-73338-BC,E-L-1,6,14.85,89.1,false,2026-01-07 09:16:02
49530-25460-RW,A-L-0.2,1,3.885,3.885,false,2026-02-12 11:42:47
15380-76513-PS,R-L-2.5,4,27.485,109.94,false,2026-01-25 10:48:31
16385-11286-NX,L-D-0.5,6,7.77,46.62,true,2026-02-26 19:10:24
86144-10144-CB,A-L-0.5,5,7.77,38.85,false,2026-01-17 10:37:01
86646-65810-TD,L-D-0.5,4,7.77,31.08,true,2026-03-06 11:11:29
55409-07759-YG,A-D-0.2,6,2.985,17.91,true,2026-01-26 15:24:05
11349-55147-SN,E-D-2.5,6,27.945,167.67,false,2026-01-28 09:29:16
25514-23938-IQ,L-L-1,4,15.85,63.4,false,2026-01-08 12:52:08
48689-81852-DT,L-M-0.2,2,4.365,8.73,true,2026-06-29 14:03:56
99735-44927-OL,R-D-1,3,8.95,26.85,true,2026-04-21 09:16:58
09171-42203-EB,L-L-0.2,2,4.755,9.51,false,2026-05-28 16:24:29
73017-69644-MS,A-D-1,4,9.95,39.8,false,2026-01-08 12:08:39
85589-17020-CX,E-M-0.5,3,8.25,24.75,true,2026-02-18 16:17:53
17649-28133-PY,E-M-1,5,13.75,68.75,true,2026-02-04 17:33:21
08934-65581-ZI,E-M-0.5,6,8.25,49.5,false,2026-04-03 18:15:03
52374-27313-IV,A-M-2.5,2,25.875,51.75,true,2026-06-29 09:00:57
91190-84826-IQ,L-L-1,3,15.85,47.55,true,2026-01-27 20:53:02
15064-65241-HB,A-L-0.2,4,3.885,15.54,false,2026-06-23 13:26:41
53086-67334-KT,L-M-1,6,14.55,87.3,true,2026-04-28 17:10:10
79216-73157-TE,A-M-1,5,11.25,56.25,true,2026-02-17 11:43:02
06757-96251-UH,L-L-2.5,1,36.455,36.455,true,2026-06-19 18:42:48
48464-99723-HK,R-L-0.2,3,3.585,10.755,true,2026-06-18 09:42:21
69171-65646-UC,R-M-0.2,3,2.985,8.955,false,2026-06-01 18:24:20
04521-04300-OK,A-L-0.5,3,7.77,23.31,true,2026-01-25 18:42:18
60121-12432-VU,A-L-2.5,1,29.785,29.785,true,2026-06-03 17:31:37
58916-61837-QH,A-L-2.5,5,29.785,148.925,true,2026-01-09 17:50:26
25544-84179-QC,L-M-0.5,1,8.73,8.73,true,2026-05-27 09:09:40
91509-62250-GN,L-D-0.5,4,7.77,31.08,false,2026-02-07 16:24:12
90882-88130-KQ,A-D-2.5,6,22.885,137.31,false,2026-02-02 19:27:17
12743-00952-KO,A-D-0.5,5,5.97,29.85,false,2026-06-09 17:25:26
15764-22559-ZT,R-M-0.5,3,5.97,17.91,false,2026-04-29 13:31:56
68412-11126-YJ,E-L-0.5,3,8.91,26.73,true,2026-04-24 16:02:17
94022-69223-DP,R-D-1,2,8.95,17.9,false,2026-02-04 10:42:22
69761-61146-KD,R-L-0.2,4,3.585,14.34,true,2026-03-12 10:55:56
50449-80974-BZ,A-M-2.5,3,25.875,77.625,true,2026-01-16 17:02:29
69410-04668-MA,R-L-1,5,11.95,59.75,false,2026-05-02 12:43:59
72028-63343-SU,A-L-1,6,12.95,77.7,false,2026-01-29 13:36:08
53386-94266-LJ,R-D-0.2,2,2.685,5.37,true,2026-01-16 09:05:00
53035-99701-WG,E-D-2.5,3,27.945,83.835,true,2026-05-04 20:49:16
31587-92570-HL,A-M-1,2,11.25,22.5,false,2026-03-19 14:48:58
68412-11126-YJ,L-M-2.5,6,33.465,200.79,true,2026-03-27 13:35:34
63787-96257-TQ,A-M-1,6,11.25,67.5,false,2026-06-06 18:35:35
92926-08470-YS,E-M-0.5,1,8.25,8.25,false,2026-05-11 12:05:16
27132-68907-RC,L-L-0.2,2,4.755,9.51,true,2026-02-04 10:34:12
39582-35773-ZJ,L-D-2.5,1,29.785,29.785,false,2026-05-22 13:04:30
94525-76037-JP,L-D-0.5,2,7.77,15.54,false,2026-02-04 18:21:08
93046-67561-AY,E-L-0.5,4,8.91,35.64,false,2026-05-25 15:43:33
15958-25089-OS,A-M-2.5,4,25.875,103.5,true,2026-04-14 15:42:16
04513-76520-QO,E-D-1,3,12.15,36.45,true,2026-02-03 13:09:29
01927-46702-YT,R-L-0.5,5,7.17,35.85,false,2026-06-07 17:19:29
96762-10814-DA,E-L-0.2,5,4.455,22.275,true,2026-03-13 20:40:29
91336-36621-RB,E-M-0.2,6,4.125,24.75,false,2026-05-12 11:10:05
11729-74102-XB,L-M-2.5,2,33.465,66.93,true,2026-01-08 17:51:27
83844-95908-RX,L-M-0.5,1,8.73,8.73,true,2026-04-15 14:08:21
40507-83899-MR,R-M-0.5,3,5.97,17.91,false,2026-06-17 11:23:13
03157-23165-UB,R-L-0.5,1,7.17,7.17,false,2026-06-18 11:21:54
16123-07017-TY,R-D-0.2,2,2.685,5.37,false,2026-03-22 13:46:16
98921-82417-GN,L-L-0.2,5,4.755,23.775,false,2026-02-11 12:16:57
10142-55267-YO,R-D-2.5,2,20.585,41.17,true,2026-04-04 18:54:15
92926-08470-YS,A-L-0.2,3,3.885,11.655,false,2026-06-06 20:10:32
01297-94364-XH,L-L-0.5,4,9.51,38.04,false,2026-06-22 12:06:00
52374-27313-IV,R-D-2.5,4,20.585,82.34,true,2026-03-10 17:56:05
21907-75962-VB,L-L-0.2,2,4.755,9.51,true,2026-03-29 19:42:35
28121-11641-UA,R-D-2.5,2,20.585,41.17,false,2026-04-03 16:11:25
73171-33001-FC,L-L-0.5,5,9.51,47.55,false,2026-05-28 15:20:31
06552-04430-AG,A-M-1,4,11.25,45,false,2026-05-29 13:03:12
96042-27290-EQ,L-L-0.2,5,4.755,23.775,false,2026-01-21 17:47:20
92227-49331-QR,R-D-0.5,3,5.37,16.11,true,2026-01-17 15:00:59
13321-57602-GK,R-D-0.2,4,2.685,10.74,true,2026-04-30 17:10:42
09020-56774-GU,A-D-1,5,9.95,49.75,true,2026-05-18 20:48:10
33000-22405-LO,E-M-1,2,13.75,27.5,false,2026-05-04 18:08:08
66708-26678-QK,L-D-2.5,4,29.785,119.14,false,2026-02-07 16:01:35
63499-24884-PP,R-D-2.5,1,20.585,20.585,true,2026-03-15 20:53:38
63349-66809-NF,A-D-0.2,3,2.985,8.955,true,2026-03-02 13:48:41
64395-74865-WF,A-D-0.5,1,5.97,5.97,false,2026-03-02 12:33:33
62923-29397-KX,E-M-1,3,13.75,41.25,true,2026-01-08 13:18:43
24891-77957-LU,E-L-0.2,5,4.455,22.275,true,2026-03-29 20:16:04
37238-52421-JJ,A-M-0.5,1,6.75,6.75,true,2026-05-15 10:38:06
67423-10113-LM,L-M-2.5,4,33.465,133.86,true,2026-04-18 20:45:39
73431-39823-UP,A-D-0.2,2,2.985,5.97,false,2026-05-07 10:45:19
51277-93873-RP,A-L-1,2,12.95,25.9,false,2026-02-10 20:44:04
04513-76520-QO,E-M-2.5,1,31.625,31.625,true,2026-04-22 13:46:22
14640-87215-BK,L-M-0.2,2,4.365,8.73,false,2026-03-10 16:08:18
23229-79220-TE,E-L-0.2,6,4.455,26.73,true,2026-01-15 17:33:10
46959-60474-LT,L-M-0.2,6,4.365,26.19,false,2026-02-25 17:42:58
64439-27325-LG,R-D-1,6,8.95,53.7,true,2026-04-22 19:00:28
79814-23626-JR,E-M-2.5,4,31.625,126.5,true,2026-01-12 19:34:32
40414-26467-VE,E-M-0.2,1,4.125,4.125,true,2026-02-15 11:17:46
25514-23938-IQ,R-L-1,2,11.95,23.9,false,2026-01-10 18:29:35
04739-85772-QT,E-D-2.5,5,27.945,139.725,true,2026-03-03 14:53:19
27064-10803-SB,L-D-2.5,2,29.785,59.57,true,2026-04-12 10:20:21
21240-83132-SP,L-L-0.5,6,9.51,57.06,false,2026-02-18 15:12:04
74126-88836-KA,R-L-0.2,6,3.585,21.51,true,2026-03-29 14:33:20
86447-02699-UT,L-M-0.5,6,8.73,52.38,true,2026-06-04 11:06:37
14797-35530-HY,E-D-1,6,12.15,72.9,false,2026-06-29 20:26:44
98573-41811-EQ,R-M-0.2,5,2.985,14.925,true,2026-06-13 17:08:13
60357-65386-RD,L-L-1,6,15.85,95.1,false,2026-06-27 16:22:22
59572-41990-XY,L-D-0.5,2,7.77,15.54,false,2026-05-18 17:25:45
90882-88130-KQ,L-D-0.2,6,3.885,23.31,false,2026-01-27 18:40:56
49860-68865-AB,E-M-0.2,1,4.125,4.125,true,2026-02-07 18:44:41
72164-90254-EJ,R-M-0.5,6,5.97,35.82,false,2026-06-14 16:27:30
77634-13918-GJ,L-L-1,2,15.85,31.7,false,2026-01-17 16:16:37
16809-16936-WF,L-L-1,5,15.85,79.25,true,2026-05-04 11:30:38
08523-01791-TI,E-D-0.2,3,3.645,10.935,false,2026-02-23 16:12:17
72282-40594-RX,A-D-1,4,9.95,39.8,false,2026-05-05 15:35:48
90940-63327-DJ,R-M-1,5,9.95,49.75,true,2026-01-15 18:39:45
40214-03678-GU,R-D-0.2,3,2.685,8.055,true,2026-04-27 11:29:49
68346-14810-UA,R-L-1,4,11.95,47.8,false,2026-04-17 10:22:03
18082-74419-QH,R-M-0.2,4,2.985,11.94,false,2026-05-09 10:10:40
21240-83132-SP,E-M-0.2,4,4.125,16.5,false,2026-06-15 19:57:50
66005-20240-MI,L-D-1,4,12.95,51.8,false,2026-05-14 19:52:36
28300-14355-GF,L-L-0.2,3,4.755,14.265,false,2026-05-11 13:14:42
47268-50127-XY,L-M-0.2,6,4.365,26.19,false,2026-05-29 20:14:54
62979-53167-ML,A-L-1,2,12.95,25.9,true,2026-06-04 14:24:12
74126-88836-KA,A-L-2.5,3,29.785,89.355,true,2026-01-23 15:34:59
70567-65133-CN,L-D-0.5,6,7.77,46.62,false,2026-01-09 11:57:46
33011-52383-BA,A-D-1,3,9.95,29.85,true,2026-04-16 15:18:25
74126-88836-KA,R-L-0.2,3,3.585,10.755,true,2026-04-16 20:14:27
27723-45097-MH,A-M-0.2,4,3.375,13.5,true,2026-01-04 16:55:14
86437-17399-FK,L-L-1,3,15.85,47.55,false,2026-06-01 12:18:46
75977-30364-AY,L-L-1,5,15.85,79.25,false,2026-01-31 12:04:06
59081-87231-VP,L-M-0.2,6,4.365,26.19,true,2026-03-30 14:17:57
72282-40594-RX,R-L-0.5,3,7.17,21.51,false,2026-06-07 10:11:56
45666-86771-EH,R-D-2.5,5,20.585,102.925,true,2026-01-07 18:17:45
01927-46702-YT,L-D-0.2,2,3.885,7.77,false,2026-01-05 16:43:40
77284-34297-YY,E-D-2.5,5,27.945,139.725,false,2026-06-29 09:34:43
76534-45229-SG,A-D-0.5,2,5.97,11.94,true,2026-06-11 12:32:35
76499-89100-JQ,L-D-0.2,1,3.885,3.885,false,2026-01-14 09:01:49
97741-98924-KT,R-M-1,4,9.95,39.8,false,2026-06-12 17:52:33
32900-82606-BO,R-M-0.5,5,5.97,29.85,false,2026-05-23 17:55:33
91895-55605-LS,L-D-2.5,1,29.785,29.785,false,2026-03-06 19:07:58
44708-78241-DF,L-L-2.5,2,36.455,72.91,false,2026-03-28 10:40:20
36769-16558-SX,R-D-0.2,5,2.685,13.425,true,2026-04-02 19:01:39
13736-92418-JS,E-M-2.5,4,31.625,126.5,true,2026-02-10 10:24:08
24825-51803-CQ,E-M-0.5,5,8.25,41.25,false,2026-04-24 16:48:56
01474-63436-TP,E-L-0.5,6,8.91,53.46,false,2026-01-18 09:36:59
45899-92796-EI,R-M-1,6,9.95,59.7,false,2026-02-17 16:38:11
53971-49906-PZ,R-M-1,6,9.95,59.7,false,2026-05-15 14:47:48
06953-94794-FB,R-D-1,5,8.95,44.75,false,2026-03-17 12:21:28
33555-01585-RP,E-M-0.5,2,8.25,16.5,true,2026-03-29 17:39:22
72778-50968-UQ,R-D-0.5,4,5.37,21.48,false,2026-06-13 09:55:09
68044-89277-ML,R-M-2.5,2,22.885,45.77,true,2026-03-18 14:45:07
20260-32948-EB,L-L-0.2,2,4.755,9.51,false,2026-04-11 20:57:39
84033-80762-EQ,R-D-0.2,3,2.685,8.055,true,2026-03-05 12:26:34
17816-67941-ZS,E-D-2.5,4,27.945,111.78,true,2026-03-23 15:57:06
38972-89678-ZM,R-D-0.2,4,2.685,10.74,true,2026-01-07 12:20:33
75986-98864-EZ,R-D-0.5,5,5.37,26.85,false,2026-06-08 10:06:04
76447-50326-IC,L-L-1,4,15.85,63.4,true,2026-06-16 12:53:13
76447-50326-IC,A-D-2.5,1,22.885,22.885,true,2026-05-21 13:10:58
05754-41702-FG,A-M-2.5,4,25.875,103.5,false,2026-06-19 09:25:40
44601-51441-BH,R-L-2.5,2,27.485,54.97,false,2026-06-08 20:01:32
73171-33001-FC,A-L-0.5,2,7.77,15.54,false,2026-01-27 13:30:03
29050-93691-TS,L-D-0.2,4,3.885,15.54,false,2026-04-10 20:16:33
21403-49423-PD,E-D-2.5,3,27.945,83.835,false,2026-05-23 12:05:47
34570-99384-AF,R-L-0.2,3,3.585,10.755,true,2026-04-10 16:04:58
83163-65741-IH,E-L-0.2,3,4.455,13.365,true,2026-04-16 16:26:37
34570-99384-AF,E-L-0.2,4,4.455,17.82,true,2026-02-16 09:45:57
02002-98725-CH,L-D-0.2,6,3.885,23.31,true,2026-06-02 12:22:35
53486-73919-BQ,E-D-0.2,2,3.645,7.29,false,2026-03-18 20:58:24
57976-33535-WK,E-L-0.2,4,4.455,17.82,true,2026-04-16 15:05:47
88973-59503-DR,E-M-1,5,13.75,68.75,false,2026-03-29 20:14:01
73564-98204-EY,R-L-2.5,2,27.485,54.97,true,2026-05-01 09:33:48
01297-94364-XH,E-M-1,6,13.75,82.5,false,2026-04-22 18:48:25
58408-27638-IB,L-M-0.2,2,4.365,8.73,true,2026-02-01 11:02:59
10074-20104-NN,E-L-1,4,14.85,59.4,true,2026-05-11 14:03:26
85425-33494-HQ,L-D-0.2,4,3.885,15.54,true,2026-05-08 09:50:19
16046-34805-ZF,A-L-1,3,12.95,38.85,true,2026-03-04 14:21:43
64815-54078-HH,E-M-2.5,6,31.625,189.75,true,2026-06-02 20:47:43
73284-01385-SJ,A-D-0.2,6,2.985,17.91,true,2026-06-18 09:35:09
66776-88682-RG,L-L-0.2,6,4.755,28.53,false,2026-06-18 16:24:56
13441-34686-SW,E-M-1,6,13.75,82.5,false,2026-02-08 10:08:00
11349-55147-SN,R-L-0.5,2,7.17,14.34,false,2026-05-14 19:20:41
39396-12890-PE,R-D-2.5,4,20.585,82.34,false,2026-06-30 13:59:45
59367-30821-ZQ,A-M-0.2,6,3.375,20.25,true,2026-01-04 18:43:58
14797-35530-HY,R-L-2.5,6,27.485,164.91,false,2026-02-15 16:38:27
95351-96177-QV,L-L-0.2,4,4.755,19.02,true,2026-06-13 18:22:13
42466-87067-DT,A-D-2.5,6,22.885,137.31,false,2026-05-19 14:08:44
06623-54610-HC,A-M-0.5,4,6.75,27,false,2026-04-11 20:17:21
77634-13918-GJ,E-L-0.5,4,8.91,35.64,false,2026-02-16 10:13:01
36078-91009-WU,A-D-0.2,2,2.985,5.97,true,2026-05-18 17:46:18
08360-19442-GB,A-M-1,6,11.25,67.5,false,2026-05-19 16:22:42
44981-99666-XB,R-L-0.2,6,3.585,21.51,true,2026-04-08 10:32:31
79825-17822-UH,L-M-2.5,2,33.465,66.93,false,2026-06-10 15:10:12
22721-63196-UJ,A-D-0.2,6,2.985,17.91,false,2026-02-20 18:43:27
89074-09459-KV,L-M-1,4,14.55,58.2,false,2026-02-09 19:18:37
15064-65241-HB,E-L-0.2,3,4.455,13.365,false,2026-03-05 13:27:36
99562-88650-YF,A-M-0.5,5,6.75,33.75,false,2026-01-13 20:33:57
04921-85445-SL,E-L-1,3,14.85,44.55,true,2026-02-23 13:39:50
71034-49694-CS,E-L-0.5,5,8.91,44.55,true,2026-02-06 18:37:50
53729-30320-XZ,E-D-1,5,12.15,60.75,false,2026-01-10 11:22:49
14204-14186-LA,R-L-0.2,1,3.585,3.585,true,2026-05-25 13:23:07
86437-17399-FK,R-L-0.2,6,3.585,21.51,false,2026-06-16 09:58:43
62682-27930-PD,E-M-0.5,2,8.25,16.5,true,2026-04-04 20:04:59
86144-10144-CB,R-L-2.5,3,27.485,82.455,false,2026-02-24 19:58:14
01932-87052-KO,L-D-0.5,1,7.77,7.77,true,2026-06-11 19:50:40
95351-96177-QV,R-M-0.5,2,5.97,11.94,true,2026-05-12 18:55:18
83308-82257-UN,E-L-2.5,6,34.155,204.93,false,2026-02-22 11:24:07
13321-57602-GK,E-M-2.5,2,31.625,63.25,true,2026-06-04 16:09:17
11664-43119-GV,R-D-0.2,3,2.685,8.055,true,2026-04-11 16:18:07
83537-35563-UF,A-M-2.5,2,25.875,51.75,false,2026-06-26 14:46:22
97855-54761-IS,E-D-2.5,1,27.945,27.945,true,2026-01-26 11:31:56
86110-83695-YS,A-L-2.5,2,29.785,59.57,false,2026-04-18 13:41:08
03396-68805-ZC,E-L-1,1,14.85,14.85,false,2026-02-21 15:22:52
32058-76765-ZL,A-M-0.5,5,6.75,33.75,false,2026-05-10 18:38:09
83543-79246-ON,L-L-2.5,4,36.455,145.82,true,2026-01-24 10:57:59
85425-33494-HQ,R-M-0.2,4,2.985,11.94,true,2026-05-15 14:25:13
10204-31464-SA,A-D-0.2,4,2.985,11.94,true,2026-01-09 15:44:40
35099-13971-JI,L-D-0.5,1,7.77,7.77,false,2026-06-19 13:46:21
64328-37891-JA,R-L-2.5,4,27.485,109.94,true,2026-05-06 14:29:54
89422-58281-FD,E-L-0.2,5,4.455,22.275,true,2026-04-21 20:32:48
28121-11641-UA,R-M-0.2,3,2.985,8.955,false,2026-02-08 13:21:26
00886-35803-FG,L-D-2.5,4,29.785,119.14,false,2026-06-15 12:47:17
04739-85772-QT,A-L-2.5,5,29.785,148.925,true,2026-01-24 15:18:58
59771-90302-OF,L-L-2.5,3,36.455,109.365,true,2026-01-16 19:23:52
99869-55718-UU,E-D-0.2,1,3.645,3.645,true,2026-01-20 17:24:32
10138-31681-SD,E-D-2.5,2,27.945,55.89,false,2026-05-31 16:05:16
34317-87258-HQ,L-M-0.2,6,4.365,26.19,true,2026-05-30 15:50:52
29851-36402-UX,R-M-1,4,9.95,39.8,false,2026-01-11 16:01:05
61021-27840-ZN,E-L-2.5,2,34.155,68.31,false,2026-05-21 15:22:06
39582-35773-ZJ,A-M-0.2,4,3.375,13.5,false,2026-05-25 20:50:07
01474-63436-TP,R-M-0.5,1,5.97,5.97,false,2026-02-07 15:00:05
26314-66792-VP,R-M-0.5,5,5.97,29.85,true,2026-05-22 17:45:55
77828-66867-KH,L-L-2.5,2,36.455,72.91,true,2026-01-30 12:19:27
71468-76923-BU,E-M-2.5,4,31.625,126.5,false,2026-05-21 17:43:01
63787-96257-TQ,L-M-2.5,1,33.465,33.465,false,2026-02-17 14:29:07
17088-16989-PL,E-D-1,6,12.15,72.9,true,2026-06-13 10:09:29
95424-67020-AP,L-D-0.5,2,7.77,15.54,true,2026-06-30 09:10:07
14756-18321-CL,A-M-0.2,6,3.375,20.25,false,2026-02-18 18:18:40
63411-51758-QC,A-L-1,6,12.95,77.7,false,2026-02-23 12:18:44
32031-49093-KE,L-M-2.5,4,33.465,133.86,false,2026-02-17 18:05:13
16880-78077-FB,E-D-1,1,12.15,12.15,false,2026-03-23 19:10:23
00445-42781-KX,E-M-2.5,2,31.625,63.25,true,2026-05-06 14:10:23
94573-61802-PH,R-L-0.5,5,7.17,35.85,false,2026-03-01 10:48:42
37997-75562-PI,A-M-2.5,3,25.875,77.625,false,2026-04-24 14:44:55
93676-95250-XJ,E-M-2.5,2,31.625,63.25,true,2026-04-01 13:12:10
93047-98331-DD,E-L-0.2,6,4.455,26.73,true,2026-04-23 10:57:21
07591-92789-UA,L-D-0.5,4,7.77,31.08,true,2026-04-30 16:29:27
75156-80911-YT,A-D-0.2,1,2.985,2.985,true,2026-05-17 17:31:53
77746-08153-PM,R-D-2.5,5,20.585,102.925,true,2026-04-16 11:13:37
90767-92589-LV,E-L-0.5,4,8.91,35.64,false,2026-01-28 19:14:31
48854-01899-FN,R-L-1,4,11.95,47.8,false,2026-05-16 13:16:54
73017-69644-MS,L-M-1,3,14.55,43.65,false,2026-04-19 16:49:22
58638-01029-CB,E-L-0.5,4,8.91,35.64,true,2026-05-25 17:50:58
72233-08665-IP,L-L-1,6,15.85,95.1,true,2026-04-18 18:44:48
08847-29858-HN,E-M-2.5,1,31.625,31.625,true,2026-02-24 12:24:04
45190-08727-NV,A-M-2.5,3,25.875,77.625,true,2026-02-22 14:58:21
33555-01585-RP,L-D-0.2,1,3.885,3.885,true,2026-02-19 09:29:20
75961-20170-RD,R-L-2.5,5,27.485,137.425,false,2026-04-08 13:20:21
40226-52317-IO,R-L-1,3,11.95,35.85,true,2026-05-26 13:12:54
24155-79322-EQ,E-M-0.2,2,4.125,8.25,true,2026-03-14 09:07:59
84405-83364-DG,E-L-2.5,3,34.155,102.465,true,2026-04-28 12:34:35
46818-20198-GB,R-D-2.5,2,20.585,41.17,false,2026-02-10 19:58:41
86783-78048-GC,A-D-2.5,3,22.885,68.655,true,2026-05-31 17:52:28
20259-47723-AC,A-D-1,1,9.95,9.95,true,2026-03-20 13:29:07
89292-52335-YZ,L-L-0.5,3,9.51,28.53,true,2026-02-17 15:42:31
70624-19112-AO,R-D-0.2,6,2.685,16.11,false,2026-02-05 10:18:46
76005-95461-CI,L-L-1,6,15.85,95.1,false,2026-01-23 13:52:41
39011-18412-GR,R-D-0.5,1,5.37,5.37,true,2026-01-02 10:06:02
25181-97933-UX,R-L-1,4,11.95,47.8,false,2026-02-14 09:30:18
40535-56770-UM,L-L-1,4,15.85,63.4,false,2026-04-25 16:06:34
27878-42224-QF,A-M-2.5,4,25.875,103.5,false,2026-04-12 18:45:30
34786-30419-XY,A-D-2.5,3,22.885,68.655,false,2026-02-02 11:37:52
63025-62939-AN,R-M-2.5,2,22.885,45.77,true,2026-01-11 10:30:54
45089-52817-WN,L-D-1,4,12.95,51.8,false,2026-06-11 16:26:01
06624-75300-AR,A-M-0.5,2,6.75,13.5,true,2026-01-16 13:41:42
38903-46478-ZE,E-M-0.5,3,8.25,24.75,true,2026-06-13 11:45:14
45009-09239-IV,A-D-2.5,2,22.885,45.77,true,2026-05-23 10:42:36
07476-13102-NJ,E-L-0.5,6,8.91,53.46,false,2026-02-06 14:24:52
78050-20355-DI,A-M-0.2,6,3.375,20.25,true,2026-01-25 17:14:20
24825-51803-CQ,L-D-2.5,5,29.785,148.925,false,2026-05-29 09:42:15
37177-68797-ON,A-M-1,6,11.25,67.5,false,2026-02-24 11:37:35
92926-08470-YS,E-D-1,6,12.15,72.9,false,2026-04-10 17:53:57
94091-86957-HX,L-D-0.2,2,3.885,7.77,false,2026-01-16 11:09:55
48873-84433-PN,A-D-2.5,4,22.885,91.54,false,2026-03-09 19:22:15
90312-11148-LA,A-D-1,6,9.95,59.7,false,2026-01-06 14:21:07
